"éxï€áÇ","StáÇÇP","StáÇ.2","íÖêFëOâÊëú","çÏã∆ópâÊëú","íÖêFå„âÊëú","ífñ âÊëúÇP","ífñ âÊëúÇQ","ó\îı","îN","åé","ì˙","ë™ì_ÇP","ë™ì_ÇQ","çBå˚Ç©ÇÁÇÃãóó£","ífñ î‘çÜ","éxï€ÉpÉ^Å[Éì","ìyîÌÇËçÇÇ≥","ä‚êŒñº","ínéøéûë„","ä‚êŒÉOÉãÅ[Év","ä‚êŒñºÉRÅ[Éh","ï‚èïçHñ@ÇÃèèå≥","ëùÇµéxï€çHÇÃèèå≥","Ç`ÅCÇaåvë™","åvë™èåèÅEèÛë‘ìô","ó\îı","ï≤êoÇÃóLñ≥ÅEèÛë‘","ÉCÉìÉoÅ[ÉgÇÃëÅä˙è·äQ","ç∂å®ÅEÇ`Å|ÇP","ç∂å®ÅEÇ`Å|ÇQ","ç∂å®ÅEÇ`Å|ÇR","ç∂å®ÅEà≥èkã≠ìx","ç∂å®ÅEÇaÅ|ÇP","ç∂å®ÅEÇaÅ|ÇQ","ç∂å®ÅEïóâªïœéø","ç∂å®ÅEÇbÅ|ÇP","ç∂å®ÅEÇbÅ|2","ç∂å®ÅEäÑñ⁄ä‘äu","ç∂å®ÅEÇcÅ|ÇP","ç∂å®ÅEÇcÅ|2","ç∂å®ÅEÇcÅ|3","ç∂å®ÅEäÑñ⁄èÛë‘","ç∂å®äÑñ⁄ÇÃï˚å¸ÅEíºäp","ç∂å®äÑñ⁄ÇÃï˚å¸ÅEïΩçs","ó\îı","ç∂å®ÅEóNêÖó ","ó\îı","ç∂å®ÅEóÚâª","ìVí[ÅEÇ`Å|ÇP","ìVí[ÅEÇ`Å|ÇQ","ìVí[ÅEÇ`Å|ÇR","ìVí[ÅEà≥èkã≠ìx","ìVí[ÅEÇaÅ|ÇP","ìVí[ÅEÇaÅ|ÇQ","ìVí[ÅEïóâªïœéø","ìVí[ÅEÇbÅ|ÇP","ìVí[ÅEÇbÅ|2","ìVí[ÅEäÑñ⁄ä‘äu","ìVí[ÅEÇcÅ|ÇP","ìVí[ÅEÇcÅ|2","ìVí[ÅEÇcÅ|3","ìVí[ÅEäÑñ⁄èÛë‘","ìVí[äÑñ⁄ÇÃï˚å¸ÅEíºäp","ìVí[äÑñ⁄ÇÃï˚å¸ÅEïΩçs","ó\îı","ìVí[ÅEóNêÖó ","ó\îı","ìVí[ÅEóÚâª","âEå®ÅEÇ`Å|ÇP","âEå®ÅEÇ`Å|ÇQ","âEå®ÅEÇ`Å|ÇR","âEå®ÅEà≥èkã≠ìx","âEå®ÅEÇaÅ|ÇP","âEå®ÅEÇaÅ|ÇQ","âEå®ÅEïóâªïœéø","âEå®ÅEÇbÅ|ÇP","âEå®ÅEÇbÅ|2","âEå®ÅEäÑñ⁄ä‘äu","âEå®ÅEÇcÅ|ÇP","âEå®ÅEÇcÅ|2","âEå®ÅEÇcÅ|3","âEå®ÅEäÑñ⁄èÛë‘","âEå®äÑñ⁄ÇÃï˚å¸ÅEíºäp","âEå®äÑñ⁄ÇÃï˚å¸ÅEïΩçs","ó\îı","âEå®ÅEóNêÖó ","ó\îı","âEå®ÅEóÚâª","éxï€ÉpÉ^Å[ÉìÇP","ÇrÇsÇ`ÇPÅ|ÇP","ÇrÇsÇ`ÇQÅ|ÇP","ífñ î‘çÜÇP","éxï€ÉpÉ^Å[Éì2","ÇrÇsÇ`ÇPÅ|ÇQ","ÇrÇsÇ`ÇQÅ|ÇQ","ífñ î‘çÜ2","éxï€ÉpÉ^Å[Éì3","ÇrÇsÇ`ÇPÅ|ÇR","ÇrÇsÇ`ÇQÅ|ÇR","ífñ î‘çÜ3","éxï€ÉpÉ^Å[Éì4","ÇrÇsÇ`ÇPÅ|ÇS","ÇrÇsÇ`ÇQÅ|ÇS","ífñ î‘çÜ4","éxï€ÉpÉ^Å[Éì5","ÇrÇsÇ`ÇPÅ|ÇT","ÇrÇsÇ`ÇQÅ|ÇT","ífñ î‘çÜ5","éxï€ÉpÉ^Å[Éì6","ÇrÇsÇ`ÇPÅ|ÇU","ÇrÇsÇ`ÇQÅ|ÇU","ífñ î‘çÜ6","ç∂å®ÅEï]âøì_","ìVí[ÅEï]âøì_","âEå®ÅEï]âøì_","â¡èdïΩãœï]âøì_","ÉRÉÅÉìÉgÇP","ÉRÉÅÉìÉgÇQ","ÉRÉÅÉìÉgÇR","ÉRÉÅÉìÉgÇS","à≥èkã≠ìxç∂å®","à≥èkã≠ìxíÜâõ","à≥èkã≠ìxâEå®","ïóâªïœéøç∂å®","ïóâªïœéøíÜâõ","ïóâªïœéøâEå®","äÑÇÍñ⁄ÇÃä‘äuç∂å®","äÑÇÍñ⁄ÇÃä‘äuíÜâõ","äÑÇÍñ⁄ÇÃä‘äuâEå®","äÑÇÍñ⁄ÇÃèÛë‘ç∂å®","äÑÇÍñ⁄ÇÃèÛë‘íÜâõ","äÑÇÍñ⁄ÇÃèÛë‘âEå®","óNêÖí≤êÆì_ç∂å®","óNêÖí≤êÆì_íÜâõ","óNêÖí≤êÆì_âEå®","","",""
"27","654","55.0","C:\Documents and Settings\Administrator\ÉfÉXÉNÉgÉbÉv\êÿâHé ê^\è„îºáÇÇQÇVêÿâHèÛãµ.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\temp\TMP0027.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\paint\P1c0027.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P2c0027.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P3c0027.JPG","3","2007","2","2","654","55","27","27","çBå˚-2(ífîMçﬁÇ†ÇËÅj","12","çªä‚","","2","31","AGF","","","","","","","","","","4","","","4","","","4","","","","4","0","0","","2","","2","","","","3","","","4","","","3","","","","4","0","0","","1","","1","","","","4","","","4","","","4","","","","4","0","0","","1","","1","çBå˚-2(ífîMçﬁÇ†ÇËÅj","654","55","27","çBå˚-2(ífîMçﬁÇ†ÇËÅj","654","56","26","çBå˚-2(ífîMçﬁÇ†ÇËÅj","654","57","25","","0","0","0","","0","0","0","","0","0","0","20","37","25","29.75","","","","","13","19","13","0","0","0","6","12","6","6","6","6","-5","0","0","êÿâHÇÕ","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30","654","52.0","C:\Documents and Settings\Administrator\ÉfÉXÉNÉgÉbÉv\êÿâHé ê^\30.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\temp\TMP0030.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\paint\P1c0030.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P2c0030.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P3c0030.JPG","3","2007","2","3","654","52","30","30","çBå˚-2(ífîMçﬁÇ†ÇËÅj","14","çªä‚","","2","31","AGF","","","","","","","","","","4","","","4","","","4","","","","4","0","0","","2","","2","","","","4","","","4","","","4","","","","4","0","0","","1","","1","","","","5","","","4","","","4","","","","4","0","0","","1","","1","çBå˚-2(ífîMçﬁÇ†ÇËÅj","654","52","30","çBå˚-2(ífîMçﬁÇ†ÇËÅj","654","53","29","çBå˚-2(ífîMçﬁÇ†ÇËÅj","654","54","28","","0","0","0","","0","0","0","","0","0","0","20","25","18","22","","","","","13","13","6","0","0","0","6","6","6","6","6","6","-5","0","0","êÿâHÇÕ","",""
"31","654","51.0","C:\Documents and Settings\Administrator\ÉfÉXÉNÉgÉbÉv\êÿâHé ê^\31.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\temp\TMP0031.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\paint\P1c0031.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P2c0031.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P3c0031.JPG","1","2007","2","5","654","51","31","31","çBå˚-2(ífîMçﬁÇ†ÇËÅj","14","çªä‚","","2","31","AGF","","","","","","","","","","4","","","4","","","4","","","","4","0","0","","2","","2","","","","5","","","4","","","4","","","","4","0","0","","2","","1","","","","4","","","3","","","4","","","","4","0","0","","1","","1","çBå˚-2(ífîMçﬁÇ†ÇËÅj","654","51","31","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","20","18","31","21.75","","","","","13","6","13","0","0","6","6","6","6","6","6","6","-5","0","0","êÿâHÇÕ","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34","654","48.1","C:\Documents and Settings\Administrator\ÉfÉXÉNÉgÉbÉv\êÿâHé ê^\34.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\temp\TMP0034.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\paint\P1c0034.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P2c0034.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P3c0034.JPG","3","2007","2","7","654","48.1","33.9","34","ÇcáT(ífîMçﬁÇ†ÇËÅj","14","çªä‚","","2","31","AGF","","","","","","","","","","4","","","4","","","4","","","","4","0","0","","2","","2","","","","4","","","4","","","4","","","","4","0","0","","2","","1","","","","6","","","4","","","4","","","","4","0","0","","1","","1","ÇcáT(ífîMçﬁÇ†ÇËÅj","654","48.1","34","ÇcáT(ífîMçﬁÇ†ÇËÅj","654","49.1","33","çBå˚-2(ífîMçﬁÇ†ÇËÅj","654","50.1","32","","0","0","0","","0","0","0","","0","0","0","20","25","12","20.5","","","","","13","13","0","0","0","0","6","6","6","6","6","6","-5","0","0","êÿâHÇÕ","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38","654","44.1","C:\Documents and Settings\Administrator\ÉfÉXÉNÉgÉbÉv\êÿâHé ê^\38.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\temp\TMP0038.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\paint\P1c0038.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P2c0038.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P3c0038.JPG","4","2007","2","8","654","44.1","37.938","38","ÇcáT(ífîMçﬁÇ†ÇËÅj","17","çªä‚","","2","31","AGF","","","","","","","","","","4","","","3","","","4","","","","4","0","0","","2","","2","","","","4","","","4","","","4","","","","4","0","0","","1","","1","","","","4","","","4","","","4","","","","4","0","0","","2","","2","ÇcáT(ífîMçﬁÇ†ÇËÅj","654","44.1","38","ÇcáT(ífîMçﬁÇ†ÇËÅj","654","45.1","37","ÇcáT(ífîMçﬁÇ†ÇËÅj","654","46.1","36","ÇcáT(ífîMçﬁÇ†ÇËÅj","654","47.1","35","","0","0","0","","0","0","0","26","25","20","24","","","","","13","13","13","6","0","0","6","6","6","6","6","6","-5","0","-5","êÿâHÇÕ","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42","654","40.1","C:\Documents and Settings\Administrator\ÉfÉXÉNÉgÉbÉv\êÿâHé ê^\42.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\temp\TMP0042.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\paint\P1c0042.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P2c0042.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P3c0042.JPG","4","2007","2","9","654","40.1","41.938","42","ÇcáT(ífîMçﬁÇ†ÇËÅj","19","çªä‚","","2","31","AGF","","","","","","","","","","4","","","4","","","4","","","","4","0","0","","2","","2","","","","4","","","3","","","4","","","","4","0","0","","1","","1","","","","4","","","4","","","4","","","","4","0","0","","2","","2","ÇcáT(ífîMçﬁÇ†ÇËÅj","654","40.1","42","ÇcáT(ífîMçﬁÇ†ÇËÅj","654","41.1","41","ÇcáT(ífîMçﬁÇ†ÇËÅj","654","42.1","40","ÇcáT(ífîMçﬁÇ†ÇËÅj","654","43.1","39","","0","0","0","","0","0","0","20","31","20","25.5","","","","","13","13","13","0","6","0","6","6","6","6","6","6","-5","0","-5","êÿâHÇÕ","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46","654","36.1","C:\Documents and Settings\Administrator\ÉfÉXÉNÉgÉbÉv\êÿâHé ê^\47.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\temp\TMP0046.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\paint\P1c0046.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P2c0046.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P3c0046.JPG","4","2007","2","10","654","36.1","45.938","46","ÇcáT(ífîMçﬁÇ†ÇËÅj","19","çªä‚","","2","31","","","","","","","","","","","4","","","4","","","4","","","","4","0","0","","2","","2","","","","4","","","4","","","4","","","","3","0","0","","1","","1","","","","5","","","4","","","4","","","","4","0","0","","2","","2","ÇcáT(ífîMçﬁÇ†ÇËÅj","654","36.1","46","ÇcáT(ífîMçﬁÇ†ÇËÅj","654","37.1","45","ÇcáT(ífîMçﬁÇ†ÇËÅj","654","38.1","44","ÇcáT(ífîMçﬁÇ†ÇËÅj","654","39.1","43","","0","0","0","","0","0","0","20","31","13","23.75","","","","","13","13","6","0","0","0","6","6","6","6","12","6","-5","0","-5","êÿâHÇÕ","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48","654","34.1","C:\Documents and Settings\Administrator\ÉfÉXÉNÉgÉbÉv\êÿâHé ê^\48.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\temp\TMP0048.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\paint\P1c0048.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P2c0048.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P4c0048.JPG","2","2007","2","12","654","34.1","47.925","48","ÇcáU(ífîMçﬁÇ†ÇË)","0","çªä‚","","2","31","","","","","","","","","","","4","","","4","","","4","","","","3","0","0","","2","","2","","","","4","","","4","","","4","","","","3","0","0","","1","","1","","","","4","","","4","","","4","","","","3","0","0","","2","","2","ÇcáU(ífîMçﬁÇ†ÇË)","654","34.1","48","ÇcáT(ífîMçﬁÇ†ÇËÅj","654","35.1","47","","0","0","0","","0","0","0","","0","0","0","","0","0","0","26","31","26","28.5","","","","","13","13","13","0","0","0","6","6","6","12","12","12","-5","0","-5","êÿâHÇÕ","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52","654","30.1","C:\Documents and Settings\Administrator\ÉfÉXÉNÉgÉbÉv\êÿâHé ê^\52.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\temp\TMP0052.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\paint\P1c0052.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P2c0052.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P3c0052.JPG","4","2007","2","13","654","30.1","51.925","52","ÇcáU(ífîMçﬁÇ†ÇË)","0","çªä‚","","2","31","","","","","","","","","","","4","","","3","","","4","","","","3","0","0","","2","","2","","","","4","","","4","","","4","","","","3","0","0","","1","","1","","","","4","","","4","","","4","","","","4","0","0","","2","","2","ÇcáU(ífîMçﬁÇ†ÇË)","654","30.1","52","ÇcáU(ífîMçﬁÇ†ÇË)","654","31.1","51","ÇcáU(ífîMçﬁÇ†ÇË)","654","32.1","50","ÇcáU(ífîMçﬁÇ†ÇË)","654","33.1","49","","0","0","0","","0","0","0","32","31","20","28.5","","","","","13","13","13","6","0","0","6","6","6","12","12","6","-5","0","-5","êÿâHÇÕ","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55","654","27.1","C:\Documents and Settings\Administrator\ÉfÉXÉNÉgÉbÉv\êÿâHé ê^\55.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\temp\TMP0055.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\paint\P1c0055.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P2c0055.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P3c0055.JPG","3","2007","2","14","654","27.1","54.925","55","ÇcáU(ífîMçﬁÇ†ÇË)","0","çªä‚","","2","31","","","","","","","","","","","4","","","4","","","4","","","","3","0","0","","2","","2","","","","4","","","4","","","4","","","","4","0","0","","1","","1","","","","4","","","4","","","4","","","","3","0","0","","2","","2","ÇcáU(ífîMçﬁÇ†ÇË)","654","27.1","55","ÇcáU(ífîMçﬁÇ†ÇË)","654","28.1","54","ÇcáU(ífîMçﬁÇ†ÇË)","654","29.1","53","","0","0","0","","0","0","0","","0","0","0","26","25","26","25.5","","","","","13","13","13","0","0","0","6","6","6","12","6","12","-5","0","-5","êÿâHÇÕ","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58","654","24.1","C:\Documents and Settings\Administrator\ÉfÉXÉNÉgÉbÉv\êÿâHé ê^\58.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\temp\TMP0058.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\paint\P1c0058.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P2c0058.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P3c0058.JPG","3","2007","2","15","654","24.1","57.925","58","ÇcáU(ífîMçﬁÇ†ÇË)","0","çªä‚","","2","31","","","","","","","","","","","4","","","4","","","4","","","","4","0","0","","2","","2","","","","4","","","3","","","4","","","","3","0","0","","1","","1","","","","4","","","4","","","4","","","","4","0","0","","2","","2","ÇcáU(ífîMçﬁÇ†ÇË)","654","24.1","58","ÇcáU(ífîMçﬁÇ†ÇË)","654","25.1","57","ÇcáU(ífîMçﬁÇ†ÇË)","654","26.1","56","","0","0","0","","0","0","0","","0","0","0","20","37","20","28.5","","","","","13","13","13","0","6","0","6","6","6","6","12","6","-5","0","-5","êÿâHÇÕ","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"61","654","21.1","C:\Documents and Settings\Administrator\ÉfÉXÉNÉgÉbÉv\êÿâHé ê^\61.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\temp\TMP0061.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\paint\P1c0061.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P2c0061.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P3c0061.JPG","3","2007","2","16","654","21.1","60.925","61","ÇcáU(ífîMçﬁÇ†ÇË)","0","çªä‚","","2","31","","","","","","","","","","","4","","","4","","","4","","","","4","0","0","","2","","2","","","","4","","","4","","","4","","","","3","0","0","","1","","1","","","","4","","","3","","","4","","","","4","0","0","","2","","2","ÇcáU(ífîMçﬁÇ†ÇË)","654","21.1","61","ÇcáU(ífîMçﬁÇ†ÇË)","654","22.1","60","ÇcáU(ífîMçﬁÇ†ÇË)","654","23.1","59","","0","0","0","","0","0","0","","0","0","0","20","31","26","27","","","","","13","13","13","0","0","6","6","6","6","6","12","6","-5","0","-5","êÿâHÇÕ","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64","654","18.1","C:\Documents and Settings\Administrator\ÉfÉXÉNÉgÉbÉv\êÿâHé ê^\64.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\temp\TMP0064.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\paint\P1c0064.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P2c0064.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P3c0064.JPG","3","2007","2","17","654","18.1","63.925","64","ÇcáU(ífîMçﬁÇ†ÇË)","0","çªä‚","","2","31","","","","","","","","","","","4","","","4","","","4","","","","4","0","0","","2","","2","","","","4","","","4","","","4","","","","3","0","0","","1","","1","","","","3","","","3","","","4","","","","4","0","0","","2","","2","ÇcáU(ífîMçﬁÇ†ÇË)","654","18.1","64","ÇcáU(ífîMçﬁÇ†ÇË)","654","19.1","63","ÇcáU(ífîMçﬁÇ†ÇË)","654","20.1","62","","0","0","0","","0","0","0","","0","0","0","20","31","32","28.5","","","","","13","13","19","0","0","6","6","6","6","6","12","6","-5","0","-5","êÿâHÇÕ","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66","654","16.1","C:\Documents and Settings\Administrator\ÉfÉXÉNÉgÉbÉv\êÿâHé ê^\66.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\temp\TMP0066.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\paint\P1c0066.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P2c0066.JPG","D:\SuperNATM\Standard\ManagePc\Data\Master\expand\P3c0066.JPG","2","2007","2","19","654","16.1","65.925","66","ÇcáU(ífîMçﬁÇ†ÇË)","0","çªä‚","","2","31","","","","","","","","","","","4","","","4","","","4","","","","4","0","0","","2","","2","","","","4","","","4","","","4","","","","4","0","0","","1","","1","","","","3","","","3","","","3","","","","3","0","0","","2","","2","ÇcáU(ífîMçﬁÇ†ÇË)","654","16.1","66","ÇcáU(ífîMçﬁÇ†ÇË)","654","17.1","65","","0","0","0","","0","0","0","","0","0","0","","0","0","0","20","25","44","28.5","","","","","13","13","19","0","0","6","6","6","12","6","6","12","-5","0","-5","êÿâHÇÕ","",""
